scope,profile,motion,seed,success,minimum_distance_m,oscillatory,maximum_command_reversal_rate_hz,mean_acceleration_jerk_rms_mps3,agent_visible_fraction,all_agents_lost_fraction
multi,legacy,jink,2026381850,0,0.6374623017928239,1,0.8823529411764706,10.91448808179703,0.19843924191750278,0.7892976588628763
multi,stable,line,2026081801,1,0.37660613547803806,0,0.31249999999999994,1.8719552741562282,0.9971264367816092,0.0
multi,stable,line,2026081802,1,0.19186343188173433,0,0.392156862745098,1.2616394856117292,1.0,0.0
multi,stable,line,2026081803,1,0.48861034736981024,1,0.4444444444444444,0.8663524456324748,1.0,0.0
multi,stable,line,2026081804,1,0.4996481400294154,1,0.6,1.5745404742150715,1.0,0.0
multi,stable,line,2026081805,1,0.2782937506699311,0,0.303030303030303,1.4148294852660863,1.0,0.0
multi,stable,line,2026081806,1,0.1253755704762453,1,0.5,1.4397179063058099,1.0,0.0
multi,stable,line,2026081807,1,0.20179372980367768,0,0.37037037037037035,0.807344137933879,1.0,0.0
multi,stable,line,2026081808,1,0.3459224343837986,0,0.2797202797202797,1.7599570866389052,0.9979550102249489,0.0
multi,stable,line,2026081809,1,0.5945483076262303,0,0.3846153846153846,1.1528385847125728,1.0,0.0
multi,stable,line,2026081810,1,0.18277870761788784,0,0.303030303030303,1.8711080399268674,0.9961240310077519,0.0
multi,stable,line,2026081811,1,0.42660507778719065,0,0.22988505747126434,1.370055252396171,1.0,0.0
multi,stable,line,2026081812,1,0.04032281746083269,0,0.3508771929824561,1.3042488164504709,1.0,0.0
multi,stable,line,2026081813,1,0.5289925934584047,1,0.4597701149425287,2.6465103820911176,0.9968847352024922,0.0
multi,stable,line,2026081814,1,0.2153959421745028,1,0.4807692307692307,2.0342365626775205,0.9973118279569892,0.0
multi,stable,line,2026081815,1,0.4531264999825892,1,0.47058823529411764,1.5969453362852508,1.0,0.0
multi,stable,line,2026081816,1,0.48871224818095166,1,0.5128205128205128,3.0211664060196717,0.9931972789115646,0.0
multi,stable,line,2026081817,1,0.2713848017877154,0,0.3191489361702127,1.5900400529840157,1.0,0.0
multi,stable,line,2026081818,1,0.12870693488603194,0,0.3571428571428571,1.2272929498190317,1.0,0.0
multi,stable,line,2026081819,1,0.4658944462326336,1,0.5263157894736842,2.099115381472059,0.9942028985507246,0.0
multi,stable,line,2026081820,1,0.502527030993527,1,0.6153846153846154,1.5381464615696423,1.0,0.0
multi,stable,line,2026081821,1,0.5056438468495195,0,0.2040816326530612,1.0845684138500422,0.7146892655367232,0.0
multi,stable,line,2026081822,1,0.24783035220098532,0,0.2040816326530612,1.046118419380593,0.6926147704590818,0.0
multi,stable,line,2026081823,1,0.31894813114541115,1,0.4,1.3165554686246328,1.0,0.0
multi,stable,line,2026081824,1,0.09243400941402292,0,0.22727272727272727,2.0067840405754764,0.9969135802469136,0.0
multi,stable,line,2026081825,1,0.3202476411017758,0,0.1,1.2613007173300075,1.0,0.0
multi,stable,line,2026081826,1,0.46087299615720534,0,0.27027027027027023,0.9756716391169555,1.0,0.0
